#YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE,
2020,02,05,14,00,226,2.7,3.2,99.00,99.00,99.00,999,1018.6,14.7,999.0,13.8,99.0,99.00,
2020,02,05,15,00,213,4.9,5.4,99.00,99.00,99.00,999,1018.9,15.0,999.0,13.1,99.0,99.00,
2020,02,05,16,00,218,4.9,6.3,99.00,99.00,99.00,999,1019.0,16.6,999.0,13.9,99.0,99.00,
2020,02,05,17,00,214,4.2,4.8,99.00,99.00,99.00,999,1018.0,14.8,999.0,13.5,99.0,99.00,
2020,02,05,18,00,219,3.5,4.3,99.00,99.00,99.00,999,1016.7,15.1,999.0,14.0,99.0,99.00,
2020,02,05,19,00,207,4.3,4.7,99.00,99.00,99.00,999,1015.6,15.5,999.0,13.8,99.0,99.00,
2020,02,05,20,00,186,3.6,3.8,99.00,99.00,99.00,999,1014.6,15.6,999.0,14.0,99.0,99.00,
2020,02,05,21,00,189,2.2,2.5,99.00,99.00,99.00,999,1014.6,15.3,999.0,14.3,99.0,99.00,
2020,02,05,22,00,182,1.8,1.9,99.00,99.00,99.00,999,1014.6,14.9,999.0,14.3,99.0,99.00,
2020,02,05,23,00,125,1.6,1.9,99.00,99.00,99.00,999,1014.0,14.5,999.0,14.3,99.0,99.00,
2020,02,06,00,00,119,2.3,2.5,99.00,99.00,99.00,999,1013.5,14.7,999.0,14.6,99.0,99.00,
2020,02,06,01,00,154,6.5,6.8,99.00,99.00,99.00,999,1013.0,15.8,999.0,15.8,99.0,99.00,
2020,02,06,02,00,217,3.6,3.9,99.00,99.00,99.00,999,1013.9,15.2,999.0,15.2,99.0,99.00,
2020,02,06,03,00,222,4.7,5.3,99.00,99.00,99.00,999,1013.8,15.6,999.0,15.6,99.0,99.00,
2020,02,06,04,00,213,3.2,3.4,99.00,99.00,99.00,999,1013.0,14.9,999.0,14.9,99.0,99.00,
2020,02,06,05,00,216,2.6,3.0,99.00,99.00,99.00,999,1012.1,15.2,999.0,15.2,99.0,99.00,
2020,02,06,06,00,204,4.7,5.7,99.00,99.00,99.00,999,1011.6,15.7,999.0,15.7,99.0,99.00,
2020,02,06,07,00,181,6.7,7.2,99.00,99.00,99.00,999,1010.3,16.0,999.0,16.0,99.0,99.00,
2020,02,06,08,00,185,7.9,8.6,99.00,99.00,99.00,999,1009.4,16.4,999.0,16.4,99.0,99.00,
2020,02,06,09,00,187,8.3,9.0,99.00,99.00,99.00,999,1008.5,16.6,999.0,16.6,99.0,99.00,
2020,02,06,10,00,191,8.3,9.3,99.00,99.00,99.00,999,1007.9,16.6,999.0,16.6,99.0,99.00,
2020,02,06,11,00,208,6.9,7.5,99.00,99.00,99.00,999,1008.1,16.4,999.0,16.4,99.0,99.00,
2020,02,06,12,00,209,7.1,7.5,99.00,99.00,99.00,999,1007.8,16.2,999.0,16.2,99.0,99.00,
2020,02,06,13,00,212,6.5,7.4,99.00,99.00,99.00,999,1008.1,16.4,999.0,16.4,99.0,99.00,
2020,02,06,14,00,207,7.1,7.9,99.00,99.00,99.00,999,1007.9,16.6,999.0,16.6,99.0,99.00,
2020,02,06,15,00,192,9.5,10.2,99.00,99.00,99.00,999,1007.3,16.8,999.0,16.8,99.0,99.00,
2020,02,06,16,00,194,9.5,10.3,99.00,99.00,99.00,999,1006.4,17.2,999.0,17.2,99.0,99.00,
2020,02,06,17,00,192,11.0,12.4,99.00,99.00,99.00,999,1005.3,17.5,999.0,17.5,99.0,99.00,
2020,02,06,18,00,193,10.8,12.0,99.00,99.00,99.00,999,1003.7,17.6,999.0,17.6,99.0,99.00,
2020,02,06,19,00,195,10.8,12.4,99.00,99.00,99.00,999,1002.5,17.6,999.0,17.6,99.0,99.00,
2020,02,06,20,00,189,10.3,11.6,99.00,99.00,99.00,999,1001.5,17.6,999.0,17.6,99.0,99.00,
2020,02,06,21,00,184,11.3,12.5,99.00,99.00,99.00,999,1000.7,18.1,999.0,18.1,99.0,99.00,
2020,02,06,22,00,183,12.1,13.1,99.00,99.00,99.00,999,1000.4,18.1,999.0,18.1,99.0,99.00,
2020,02,06,23,00,178,12.1,13.4,99.00,99.00,99.00,999,1000.1,18.2,999.0,18.2,99.0,99.00,
2020,02,07,00,00,183,11.5,12.8,99.00,99.00,99.00,999,1000.2,18.2,999.0,18.2,99.0,99.00,
2020,02,07,01,00,192,10.5,11.4,99.00,99.00,99.00,999,1000.0,19.1,999.0,19.1,99.0,99.00,
2020,02,07,02,00,186,10.2,11.5,99.00,99.00,99.00,999,999.4,17.6,999.0,17.6,99.0,99.00,
2020,02,07,03,00,200,8.0,9.3,99.00,99.00,99.00,999,998.8,17.9,999.0,17.9,99.0,99.00,
2020,02,07,04,00,192,9.9,10.9,99.00,99.00,99.00,999,997.8,17.7,999.0,17.7,99.0,99.00,
2020,02,07,05,00,223,13.9,17.3,99.00,99.00,99.00,999,998.3,17.4,999.0,17.4,99.0,99.00,
2020,02,07,06,00,223,4.1,4.9,99.00,99.00,99.00,999,997.6,16.2,999.0,16.2,99.0,99.00,
2020,02,07,07,00,212,8.3,9.3,99.00,99.00,99.00,999,996.7,15.0,999.0,15.0,99.0,99.00,
2020,02,07,08,00,211,12.5,14.0,99.00,99.00,99.00,999,997.6,15.4,999.0,15.4,99.0,99.00,
2020,02,07,09,00,222,10.8,12.4,99.00,99.00,99.00,999,998.1,15.4,999.0,15.3,99.0,99.00,
2020,02,07,10,00,216,12.5,14.3,99.00,99.00,99.00,999,999.1,15.2,999.0,15.2,99.0,99.00,
2020,02,07,11,00,233,9.4,13.9,99.00,99.00,99.00,999,1000.6,15.3,999.0,10.4,99.0,99.00,
2020,02,07,12,00,257,9.1,11.7,99.00,99.00,99.00,999,1003.1,13.4,999.0,4.9,99.0,99.00,
2020,02,07,13,00,247,9.8,12.6,99.00,99.00,99.00,999,1005.2,11.9,999.0,4.3,99.0,99.00,
2020,02,07,14,00,249,7.3,11.2,99.00,99.00,99.00,999,1006.7,11.9,999.0,4.8,99.0,99.00,
2020,02,07,15,00,250,7.9,10.9,99.00,99.00,99.00,999,1007.6,12.1,999.0,4.8,99.0,99.00,
2020,02,07,16,00,255,8.2,11.4,99.00,99.00,99.00,999,1009.0,12.1,999.0,4.6,99.0,99.00,
2020,02,07,17,00,250,7.7,12.3,99.00,99.00,99.00,999,1009.7,12.2,999.0,4.8,99.0,99.00,
2020,02,07,18,00,244,7.6,11.0,99.00,99.00,99.00,999,1009.4,13.2,999.0,3.5,99.0,99.00,
2020,02,07,19,00,257,8.4,11.4,99.00,99.00,99.00,999,1009.3,13.2,999.0,2.3,99.0,99.00,
2020,02,07,20,00,255,8.2,11.4,99.00,99.00,99.00,999,1010.2,13.4,999.0,1.3,99.0,99.00,
2020,02,07,21,00,254,7.7,11.4,99.00,99.00,99.00,999,1011.4,13.5,999.0,0.0,99.0,99.00,
2020,02,07,22,00,258,6.1,8.5,99.00,99.00,99.00,999,1012.7,13.1,999.0,0.1,99.0,99.00,
2020,02,07,23,00,258,5.3,7.2,99.00,99.00,99.00,999,1014.5,11.6,999.0,0.2,99.0,99.00,
2020,02,08,00,00,260,4.2,6.7,99.00,99.00,99.00,999,1015.7,10.7,999.0,0.8,99.0,99.00,
2020,02,08,01,00,259,3.2,4.2,99.00,99.00,99.00,999,1017.2,10.0,999.0,1.6,99.0,99.00,
2020,02,08,02,00,255,3.6,4.7,99.00,99.00,99.00,999,1018.9,9.2,999.0,1.5,99.0,99.00,
2020,02,08,03,00,258,2.8,3.7,99.00,99.00,99.00,999,1019.6,8.3,999.0,2.1,99.0,99.00,
2020,02,08,04,00,295,3.7,5.2,99.00,99.00,99.00,999,1021.1,7.5,999.0,0.4,99.0,99.00,
2020,02,08,05,00,277,1.9,3.2,99.00,99.00,99.00,999,1022.1,6.6,999.0,0.3,99.0,99.00,
2020,02,08,06,00,293,2.7,3.4,99.00,99.00,99.00,999,1022.7,5.5,999.0,0.5,99.0,99.00,
2020,02,08,07,00,294,1.6,2.4,99.00,99.00,99.00,999,1023.9,4.6,999.0,0.0,99.0,99.00,
2020,02,08,08,00,279,1.2,2.1,99.00,99.00,99.00,999,1024.8,3.9,999.0,-0.1,99.0,99.00,
2020,02,08,09,00,265,1.3,2.1,99.00,99.00,99.00,999,1025.2,3.6,999.0,0.0,99.0,99.00,
2020,02,08,10,00,287,2.1,2.7,99.00,99.00,99.00,999,1025.7,3.4,999.0,-0.1,99.0,99.00,
2020,02,08,11,00,297,3.2,4.6,99.00,99.00,99.00,999,1026.3,4.2,999.0,-0.2,99.0,99.00,
2020,02,08,12,00,311,2.4,3.9,99.00,99.00,99.00,999,1027.1,4.4,999.0,-0.1,99.0,99.00,
2020,02,08,13,00,303,2.7,4.1,99.00,99.00,99.00,999,1027.7,5.3,999.0,-0.4,99.0,99.00,
2020,02,08,14,00,324,2.9,3.8,99.00,99.00,99.00,999,1027.4,6.6,999.0,-1.3,99.0,99.00,
2020,02,08,15,00,342,2.6,3.6,99.00,99.00,99.00,999,1027.4,8.2,999.0,-1.5,99.0,99.00,
2020,02,08,16,00,355,3.0,4.5,99.00,99.00,99.00,999,1027.2,9.5,999.0,0.1,99.0,99.00,
2020,02,08,17,00,355,2.9,4.6,99.00,99.00,99.00,999,1026.8,10.6,999.0,-0.5,99.0,99.00,
2020,02,08,18,00,85,2.6,3.0,99.00,99.00,99.00,999,1026.4,10.7,999.0,-0.9,99.0,99.00,
2020,02,08,19,00,156,5.5,6.1,99.00,99.00,99.00,999,1026.4,9.9,999.0,1.6,99.0,99.00,
2020,02,08,20,00,183,4.1,5.0,99.00,99.00,99.00,999,1026.9,9.9,999.0,2.2,99.0,99.00,
2020,02,08,21,00,196,4.3,4.9,99.00,99.00,99.00,999,1027.0,10.0,999.0,2.3,99.0,99.00,
2020,02,08,22,00,222,4.2,5.9,99.00,99.00,99.00,999,1027.2,10.3,999.0,1.5,99.0,99.00,
2020,02,08,23,00,239,2.8,3.6,99.00,99.00,99.00,999,1027.7,10.1,999.0,1.2,99.0,99.00,
2020,02,09,00,00,238,1.0,1.3,99.00,99.00,99.00,999,1028.0,10.1,999.0,2.7,99.0,99.00,
2020,02,09,01,00,252,0.5,0.6,99.00,99.00,99.00,999,1028.5,10.2,999.0,3.2,99.0,99.00,
2020,02,09,02,00,348,2.5,3.0,99.00,99.00,99.00,999,1028.8,9.7,999.0,4.3,99.0,99.00,
2020,02,09,03,00,41,0.8,1.0,99.00,99.00,99.00,999,1029.2,10.7,999.0,3.9,99.0,99.00,
2020,02,09,04,00,344,1.6,2.1,99.00,99.00,99.00,999,1029.6,9.9,999.0,5.2,99.0,99.00,
2020,02,09,05,00,353,2.3,2.6,99.00,99.00,99.00,999,1029.6,9.3,999.0,5.6,99.0,99.00,
2020,02,09,06,00,343,2.3,2.8,99.00,99.00,99.00,999,1029.8,9.0,999.0,5.6,99.0,99.00,
2020,02,09,07,00,327,1.8,2.2,99.00,99.00,99.00,999,1030.0,8.1,999.0,6.3,99.0,99.00,
2020,02,09,08,00,341,1.9,2.9,99.00,99.00,99.00,999,1030.3,7.6,999.0,5.8,99.0,99.00,
2020,02,09,09,00,355,2.7,3.7,99.00,99.00,99.00,999,1030.6,7.0,999.0,6.4,99.0,99.00,
2020,02,09,10,00,344,3.0,4.4,99.00,99.00,99.00,999,1031.1,6.9,999.0,5.9,99.0,99.00,
2020,02,09,11,00,351,4.0,4.8,99.00,99.00,99.00,999,1031.7,7.1,999.0,6.2,99.0,99.00,
2020,02,09,12,00,350,3.4,4.5,99.00,99.00,99.00,999,1032.4,6.3,999.0,5.5,99.0,99.00,
2020,02,09,13,00,18,4.9,5.6,99.00,99.00,99.00,999,1033.1,6.7,999.0,4.9,99.0,99.00,
2020,02,09,14,00,26,4.8,5.5,99.00,99.00,99.00,999,1033.7,8.0,999.0,5.0,99.0,99.00,
2020,02,09,15,00,24,5.8,6.5,99.00,99.00,99.00,999,1034.4,9.3,999.0,4.8,99.0,99.00,
2020,02,09,16,00,40,6.0,6.9,99.00,99.00,99.00,999,1034.9,10.1,999.0,4.8,99.0,99.00,
2020,02,09,17,00,58,6.5,7.2,99.00,99.00,99.00,999,1034.6,10.5,999.0,4.0,99.0,99.00,
2020,02,09,18,00,59,6.1,7.1,99.00,99.00,99.00,999,1033.8,10.9,999.0,5.5,99.0,99.00,
2020,02,09,19,00,74,6.5,8.0,99.00,99.00,99.00,999,1033.4,11.2,999.0,4.7,99.0,99.00,
2020,02,09,20,00,84,7.0,8.1,99.00,99.00,99.00,999,1032.9,11.1,999.0,5.1,99.0,99.00,
2020,02,09,21,00,90,7.0,8.1,99.00,99.00,99.00,999,1032.4,11.2,999.0,5.3,99.0,99.00,
2020,02,09,22,00,91,6.7,7.3,99.00,99.00,99.00,999,1032.4,11.4,999.0,5.5,99.0,99.00,
2020,02,09,23,00,82,6.2,6.7,99.00,99.00,99.00,999,1032.5,11.6,999.0,6.5,99.0,99.00,
2020,02,10,00,00,77,6.4,7.3,99.00,99.00,99.00,999,1032.2,12.0,999.0,6.9,99.0,99.00,
2020,02,10,01,00,73,6.2,6.8,99.00,99.00,99.00,999,1032.1,12.4,999.0,7.3,99.0,99.00,
2020,02,10,02,00,73,5.3,5.9,99.00,99.00,99.00,999,1032.0,12.6,999.0,8.4,99.0,99.00,
2020,02,10,03,00,64,4.1,4.7,99.00,99.00,99.00,999,1031.6,12.9,999.0,9.3,99.0,99.00,
2020,02,10,04,00,41,3.5,4.0,99.00,99.00,99.00,999,1031.7,13.0,999.0,10.0,99.0,99.00,
2020,02,10,05,00,28,2.8,3.4,99.00,99.00,99.00,999,1031.2,12.6,999.0,11.3,99.0,99.00,
2020,02,10,06,00,16,2.9,3.4,99.00,99.00,99.00,999,1030.2,12.1,999.0,11.0,99.0,99.00,
2020,02,10,07,00,27,3.3,3.8,99.00,99.00,99.00,999,1029.4,12.2,999.0,11.4,99.0,99.00,
2020,02,10,08,00,10,2.8,2.9,99.00,99.00,99.00,999,1028.9,12.7,999.0,11.9,99.0,99.00,
2020,02,10,09,00,30,2.9,3.2,99.00,99.00,99.00,999,1028.4,12.5,999.0,11.7,99.0,99.00,
2020,02,10,10,00,53,4.7,5.5,99.00,99.00,99.00,999,1027.2,13.3,999.0,12.6,99.0,99.00,
2020,02,10,11,00,51,2.8,3.2,99.00,99.00,99.00,999,1027.5,13.4,999.0,12.6,99.0,99.00,
2020,02,10,12,00,50,3.2,3.8,99.00,99.00,99.00,999,1027.5,13.4,999.0,13.1,99.0,99.00,
2020,02,10,13,00,39,2.5,3.0,99.00,99.00,99.00,999,1027.5,13.6,999.0,13.3,99.0,99.00,
2020,02,10,14,00,76,2.5,2.7,99.00,99.00,99.00,999,1027.2,14.2,999.0,13.8,99.0,99.00,
2020,02,10,15,00,145,3.2,3.4,99.00,99.00,99.00,999,1027.1,15.5,999.0,14.9,99.0,99.00,
2020,02,10,16,00,191,1.9,2.3,99.00,99.00,99.00,999,1027.3,16.8,999.0,15.4,99.0,99.00,
2020,02,10,17,00,200,1.6,2.6,99.00,99.00,99.00,999,1026.8,18.2,999.0,15.4,99.0,99.00,
2020,02,10,18,00,212,3.6,4.0,99.00,99.00,99.00,999,1026.0,18.0,999.0,15.1,99.0,99.00,
2020,02,10,19,00,198,1.8,2.3,99.00,99.00,99.00,999,1025.3,18.3,999.0,15.1,99.0,99.00,
2020,02,10,20,00,163,2.2,2.6,99.00,99.00,99.00,999,1024.5,17.6,999.0,15.6,99.0,99.00,
2020,02,10,21,00,142,3.3,3.4,99.00,99.00,99.00,999,1023.7,16.9,999.0,15.8,99.0,99.00,
2020,02,10,22,00,140,3.5,3.6,99.00,99.00,99.00,999,1023.6,16.3,999.0,15.8,99.0,99.00,
2020,02,10,23,00,138,2.5,2.6,99.00,99.00,99.00,999,1023.8,15.9,999.0,15.8,99.0,99.00,
2020,02,11,00,00,136,4.2,4.4,99.00,99.00,99.00,999,1023.2,16.0,999.0,16.0,99.0,99.00,
2020,02,11,01,00,146,4.4,4.7,99.00,99.00,99.00,999,1023.1,16.0,999.0,16.0,99.0,99.00,
2020,02,11,02,00,149,3.9,4.1,99.00,99.00,99.00,999,1023.1,15.7,999.0,15.7,99.0,99.00,
2020,02,11,03,00,154,5.0,5.3,99.00,99.00,99.00,999,1022.6,16.0,999.0,16.0,99.0,99.00,
2020,02,11,04,00,164,4.1,4.5,99.00,99.00,99.00,999,1023.0,16.0,999.0,16.0,99.0,99.00,
2020,02,11,05,00,164,3.4,3.6,99.00,99.00,99.00,999,1022.8,15.8,999.0,15.8,99.0,99.00,
2020,02,11,06,00,163,5.9,6.2,99.00,99.00,99.00,999,1021.7,16.1,999.0,16.1,99.0,99.00,
2020,02,11,07,00,180,5.4,5.8,99.00,99.00,99.00,999,1021.4,16.3,999.0,16.3,99.0,99.00,
2020,02,11,08,00,216,3.2,3.4,99.00,99.00,99.00,999,1020.8,15.3,999.0,15.3,99.0,99.00,
2020,02,11,09,00,220,3.4,3.7,99.00,99.00,99.00,999,1020.3,15.1,999.0,15.1,99.0,99.00,
2020,02,11,10,00,219,3.7,3.9,99.00,99.00,99.00,999,1020.3,15.1,999.0,15.1,99.0,99.00,
2020,02,11,11,00,230,4.6,5.9,99.00,99.00,99.00,999,1020.7,16.8,999.0,16.8,99.0,99.00,
2020,02,11,12,00,222,4.6,5.6,99.00,99.00,99.00,999,1020.7,15.7,999.0,15.7,99.0,99.00,
2020,02,11,13,00,233,4.6,6.6,99.00,99.00,99.00,999,1021.1,16.1,999.0,16.1,99.0,99.00,
2020,02,11,14,00,223,5.7,7.9,99.00,99.00,99.00,999,1021.2,15.7,999.0,15.7,99.0,99.00,
2020,02,11,15,00,224,6.2,8.7,99.00,99.00,99.00,999,1021.2,17.7,999.0,17.7,99.0,99.00,
2020,02,11,16,00,220,8.0,9.2,99.00,99.00,99.00,999,1020.8,17.0,999.0,17.0,99.0,99.00,
2020,02,11,17,00,220,7.8,9.1,99.00,99.00,99.00,999,1020.3,17.8,999.0,17.7,99.0,99.00,
2020,02,11,18,00,222,7.8,9.6,99.00,99.00,99.00,999,1019.4,18.1,999.0,17.9,99.0,99.00,
2020,02,11,19,00,220,7.2,8.2,99.00,99.00,99.00,999,1018.2,16.5,999.0,16.5,99.0,99.00,
2020,02,11,20,00,221,6.6,7.7,99.00,99.00,99.00,999,1017.6,16.6,999.0,16.6,99.0,99.00,
2020,02,11,21,00,216,6.6,7.4,99.00,99.00,99.00,999,1017.1,16.3,999.0,16.3,99.0,99.00,
2020,02,11,22,00,221,6.5,7.3,99.00,99.00,99.00,999,1017.2,16.2,999.0,16.2,99.0,99.00,
2020,02,11,23,00,232,5.0,6.5,99.00,99.00,99.00,999,1017.7,16.6,999.0,16.6,99.0,99.00,
2020,02,12,00,00,226,4.5,5.6,99.00,99.00,99.00,999,1018.0,16.0,999.0,16.0,99.0,99.00,
2020,02,12,01,00,225,4.2,6.0,99.00,99.00,99.00,999,1018.2,15.7,999.0,15.7,99.0,99.00,
2020,02,12,02,00,217,5.8,6.3,99.00,99.00,99.00,999,1018.3,15.0,999.0,15.0,99.0,99.00,
2020,02,12,03,00,229,6.7,8.7,99.00,99.00,99.00,999,1018.9,16.7,999.0,16.7,99.0,99.00,
2020,02,12,04,00,239,5.5,7.1,99.00,99.00,99.00,999,1019.0,16.7,999.0,16.7,99.0,99.00,
2020,02,12,05,00,229,5.4,6.6,99.00,99.00,99.00,999,1018.8,16.3,999.0,16.3,99.0,99.00,
2020,02,12,06,00,248,3.6,4.9,99.00,99.00,99.00,999,1019.2,16.4,999.0,16.4,99.0,99.00,
2020,02,12,07,00,250,2.0,2.7,99.00,99.00,99.00,999,1019.1,16.1,999.0,16.1,99.0,99.00,
2020,02,12,08,00,210,3.9,4.6,99.00,99.00,99.00,999,1018.6,14.9,999.0,14.9,99.0,99.00,
2020,02,12,09,00,219,3.4,3.6,99.00,99.00,99.00,999,1018.4,14.5,999.0,14.5,99.0,99.00,
2020,02,12,10,00,218,3.1,3.3,99.00,99.00,99.00,999,1018.4,14.5,999.0,14.5,99.0,99.00,
2020,02,12,11,00,207,1.4,1.8,99.00,99.00,99.00,999,1018.5,15.3,999.0,15.3,99.0,99.00,
2020,02,12,12,00,195,1.4,1.5,99.00,99.00,99.00,999,1018.8,14.8,999.0,14.8,99.0,99.00,
2020,02,12,13,00,201,2.3,2.7,99.00,99.00,99.00,999,1019.3,14.9,999.0,14.9,99.0,99.00,
2020,02,12,14,00,272,1.6,2.4,99.00,99.00,99.00,999,1020.0,16.5,999.0,16.5,99.0,99.00,
2020,02,12,15,00,25,0.8,1.0,99.00,99.00,99.00,999,1020.3,16.1,999.0,16.1,99.0,99.00,
2020,02,12,16,00,114,1.1,1.3,99.00,99.00,99.00,999,1020.3,16.0,999.0,16.0,99.0,99.00,
2020,02,12,17,00,81,2.3,2.4,99.00,99.00,99.00,999,1019.8,16.7,999.0,16.7,99.0,99.00,
2020,02,12,18,00,113,2.2,2.3,99.00,99.00,99.00,999,1019.3,16.6,999.0,16.6,99.0,99.00,
2020,02,12,19,00,160,2.8,3.2,99.00,99.00,99.00,999,1019.1,15.7,999.0,15.7,99.0,99.00,
2020,02,12,20,00,166,3.9,4.4,99.00,99.00,99.00,999,1018.7,16.1,999.0,16.1,99.0,99.00,
2020,02,12,21,00,156,3.4,4.0,99.00,99.00,99.00,999,1018.5,16.1,999.0,16.1,99.0,99.00,
2020,02,12,22,00,166,3.3,3.7,99.00,99.00,99.00,999,1018.3,16.1,999.0,16.1,99.0,99.00,
2020,02,12,23,00,163,2.6,2.8,99.00,99.00,99.00,999,1018.2,15.5,999.0,15.5,99.0,99.00,
2020,02,13,00,00,154,1.6,1.6,99.00,99.00,99.00,999,1018.3,15.4,999.0,15.4,99.0,99.00,
2020,02,13,01,00,112,2.7,3.0,99.00,99.00,99.00,999,1017.8,15.5,999.0,15.5,99.0,99.00,
2020,02,13,02,00,160,1.7,1.9,99.00,99.00,99.00,999,1017.5,15.6,999.0,15.6,99.0,99.00,
2020,02,13,03,00,186,2.4,2.6,99.00,99.00,99.00,999,1017.1,15.8,999.0,15.8,99.0,99.00,
2020,02,13,04,00,210,2.3,2.5,99.00,99.00,99.00,999,1016.7,15.7,999.0,15.7,99.0,99.00,
2020,02,13,05,00,215,4.1,4.5,99.00,99.00,99.00,999,1016.2,15.8,999.0,15.8,99.0,99.00,
2020,02,13,06,00,223,4.6,5.4,99.00,99.00,99.00,999,1015.7,16.0,999.0,16.0,99.0,99.00,
2020,02,13,07,00,224,4.6,5.7,99.00,99.00,99.00,999,1015.4,17.1,999.0,17.1,99.0,99.00,
2020,02,13,08,00,217,5.0,5.6,99.00,99.00,99.00,999,1014.9,15.7,999.0,15.7,99.0,99.00,
2020,02,13,09,00,232,4.6,5.6,99.00,99.00,99.00,999,1014.5,16.2,999.0,16.2,99.0,99.00,
2020,02,13,10,00,218,4.6,5.1,99.00,99.00,99.00,999,1014.5,15.5,999.0,15.5,99.0,99.00,
2020,02,13,11,00,215,5.9,6.7,99.00,99.00,99.00,999,1014.5,15.6,999.0,15.6,99.0,99.00,
2020,02,13,12,00,214,5.9,6.4,99.00,99.00,99.00,999,1014.6,15.7,999.0,15.7,99.0,99.00,
2020,02,13,13,00,221,6.6,7.3,99.00,99.00,99.00,999,1015.0,16.1,999.0,16.1,99.0,99.00,
2020,02,13,14,00,212,6.4,7.2,99.00,99.00,99.00,999,1015.3,15.8,999.0,15.8,99.0,99.00,
2020,02,13,15,00,198,6.5,7.6,99.00,99.00,99.00,999,1015.2,15.9,999.0,15.9,99.0,99.00,
2020,02,13,16,00,220,6.5,7.6,99.00,99.00,99.00,999,1014.9,16.9,999.0,16.9,99.0,99.00,
2020,02,13,17,00,208,9.1,10.0,99.00,99.00,99.00,999,1015.0,16.9,999.0,16.9,99.0,99.00,
2020,02,13,18,00,198,9.7,11.1,99.00,99.00,99.00,999,1013.3,17.6,999.0,17.6,99.0,99.00,
2020,02,13,19,00,222,8.0,10.0,99.00,99.00,99.00,999,1013.2,18.4,999.0,18.4,99.0,99.00,
2020,02,13,20,00,216,7.5,9.1,99.00,99.00,99.00,999,1012.1,17.6,999.0,17.6,99.0,99.00,
2020,02,13,21,00,199,8.2,9.3,99.00,99.00,99.00,999,1011.6,17.5,999.0,17.5,99.0,99.00,
2020,02,13,22,00,238,3.7,4.9,99.00,99.00,99.00,999,1012.9,20.2,999.0,19.5,99.0,99.00,
2020,02,13,23,00,220,3.4,4.0,99.00,99.00,99.00,999,1013.8,18.0,999.0,18.0,99.0,99.00,
2020,02,14,00,00,216,3.1,3.4,99.00,99.00,99.00,999,1013.8,17.1,999.0,17.1,99.0,99.00,
2020,02,14,01,00,237,1.6,2.0,99.00,99.00,99.00,999,1015.3,17.5,999.0,17.5,99.0,99.00,
2020,02,14,02,00,273,2.8,4.3,99.00,99.00,99.00,999,1016.1,17.8,999.0,17.8,99.0,99.00,
2020,02,14,03,00,267,1.3,1.9,99.00,99.00,99.00,999,1016.7,17.1,999.0,16.9,99.0,99.00,
2020,02,14,04,00,287,2.6,3.6,99.00,99.00,99.00,999,1016.9,16.6,999.0,16.6,99.0,99.00,
2020,02,14,05,00,276,2.1,3.0,99.00,99.00,99.00,999,1017.3,16.4,999.0,16.4,99.0,99.00,
2020,02,14,06,00,293,3.2,4.8,99.00,99.00,99.00,999,1017.6,16.0,999.0,15.8,99.0,99.00,
2020,02,14,07,00,307,2.8,4.2,99.00,99.00,99.00,999,1017.9,15.8,999.0,15.3,99.0,99.00,
2020,02,14,08,00,308,2.7,4.0,99.00,99.00,99.00,999,1018.4,15.2,999.0,14.2,99.0,99.00,
2020,02,14,09,00,330,5.1,6.2,99.00,99.00,99.00,999,1019.1,14.8,999.0,12.8,99.0,99.00,
2020,02,14,10,00,348,9.4,11.0,99.00,99.00,99.00,999,1020.0,14.0,999.0,7.6,99.0,99.00,
2020,02,14,11,00,355,7.4,9.3,99.00,99.00,99.00,999,1021.4,12.7,999.0,6.1,99.0,99.00,
2020,02,14,12,00,34,6.6,8.4,99.00,99.00,99.00,999,1021.3,12.3,999.0,6.3,99.0,99.00,
2020,02,14,13,00,352,7.1,8.5,99.00,99.00,99.00,999,1023.2,11.5,999.0,5.8,99.0,99.00,
2020,02,14,14,00,351,4.6,5.7,99.00,99.00,99.00,999,1024.9,11.4,999.0,5.8,99.0,99.00,
2020,02,14,15,00,1,4.0,5.4,99.00,99.00,99.00,999,1025.1,11.2,999.0,4.7,99.0,99.00,
2020,02,14,16,00,6,6.1,7.1,99.00,99.00,99.00,999,1025.2,11.4,999.0,4.2,99.0,99.00,
2020,02,14,18,00,357,4.6,5.7,99.00,99.00,99.00,999,1024.3,13.3,999.0,3.5,99.0,99.00,
2020,02,14,19,00,353,4.9,6.3,99.00,99.00,99.00,999,1023.7,13.8,999.0,3.7,99.0,99.00,
2020,02,14,20,00,357,5.0,6.9,99.00,99.00,99.00,999,1023.8,14.6,999.0,1.2,99.0,99.00,
2020,02,14,21,00,359,3.2,4.4,99.00,99.00,99.00,999,1024.4,14.9,999.0,0.9,99.0,99.00,
2020,02,14,22,00,335,4.5,5.9,99.00,99.00,99.00,999,1025.0,14.6,999.0,-0.2,99.0,99.00,
2020,02,14,23,00,340,3.0,4.0,99.00,99.00,99.00,999,1025.9,12.8,999.0,1.9,99.0,99.00,
2020,02,15,00,00,336,2.7,3.4,99.00,99.00,99.00,999,1026.7,11.4,999.0,2.3,99.0,99.00,
2020,02,15,01,00,351,3.1,3.8,99.00,99.00,99.00,999,1027.4,11.8,999.0,4.4,99.0,99.00,
2020,02,15,02,00,32,4.5,5.2,99.00,99.00,99.00,999,1027.9,12.7,999.0,3.6,99.0,99.00,
